,gender,tenure,phone_services,internet_services,contract_duration,payment_method,number_customer_service_calls,phone_min,phone_monthly_charges,internet_monthly_charges,avg_monthly_bill,churn,internet_charge_per_min,gender_encoded,contract_duration_encoded,payment_method_encoded
478,Male,49,1,1,long-term,automatic transfer,3,102.47739333694184,17.42556446375634,80.6237205515528,93.23023964990978,0,0.00809193133283046,1,1,1
479,Male,49,1,0,long-term,automatic transfer,1,94.46098092641024,16.06144287694098,0.0,20.03078793287528,0,0.008724,1,1,1
480,Male,49,1,0,long-term,automatic transfer,4,126.91069915793432,21.573545350761894,0.0,21.675272750214823,0,0.008724,1,1,1
481,Female,49,1,0,long-term,automatic transfer,5,123.20783055506884,20.946266208182006,0.0,18.69550368032703,0,0.008724,0,1,1
482,Female,49,1,0,long-term,automatic transfer,4,122.4236707380801,20.813855331872396,0.0,21.49193271925909,0,0.008724,0,1,1
483,Female,25,1,1,short-term,automatic transfer,1,120.70595566850312,20.524486106999937,32.044618463233405,54.73463886165058,0,0.008927141459406936,0,0,1
484,Female,25,1,1,short-term,email,1,130.69212144715564,22.219735944283272,37.103101382625766,62.824709936795465,0,0.007889947576985357,0,0,2
485,Male,25,1,1,short-term,automatic transfer,0,110.853950359212,18.84550152655356,56.34701793340865,73.4095788849079,0,0.009062364983344891,1,0,1
486,Female,25,0,1,short-term,automatic transfer,2,0.0,0.0,12.755801091814243,36.455906010225576,1,0.010258163026060736,0,0,1
487,Male,25,1,1,short-term,automatic transfer,1,133.3209144967699,22.665197371940447,61.54537718491642,78.15237524490217,0,0.008299542649448825,1,0,1
488,Male,25,1,1,short-term,email,1,114.41495383520876,19.45274843443115,68.5089206512759,83.62689155219194,0,0.007190341474618672,1,0,2
489,Male,25,1,1,short-term,automatic transfer,1,115.9349872453065,19.710858451582705,75.611306018209,95.24807088832884,0,0.008132607333852366,1,0,1
490,Male,25,1,1,short-term,email,2,132.9695752172629,22.60642093385656,65.10143808513628,80.50230786944441,0,0.007887476956997905,1,0,2
491,Male,25,1,1,short-term,email,1,145.21550646945514,24.68821888412277,78.3775408250558,97.52597837201624,1,0.011429537667868387,1,0,2
492,Male,25,1,1,short-term,automatic transfer,3,145.37726499995728,24.715618978952747,71.51643238985943,74.85726970898125,1,0.013392574503876743,1,0,1
493,Male,25,1,1,short-term,email,2,147.05763782796208,25.00144048258023,80.82497694854797,102.26055737964856,1,0.009197083902464154,1,0,2
494,Male,25,1,1,short-term,automatic transfer,2,146.98058947660803,24.988333520707883,77.91324757526891,96.85037575315827,1,0.009748819931441253,1,0,1
495,Female,25,1,1,short-term,email,2,148.08756303375858,25.17613038918409,80.32369204378996,101.86296257020057,1,0.009186809566313032,0,0,2
496,Male,25,0,1,long-term,automatic transfer,0,0.0,0.0,18.124122999968368,35.5906982880922,0,0.008478055611644175,1,1,1
497,Female,25,0,1,long-term,automatic transfer,3,0.0,0.0,38.77451100643615,58.1457270687552,0,0.008421813096865266,0,1,1
498,Female,25,1,1,long-term,automatic transfer,2,111.17442198319549,18.89701049570609,85.75959975418729,103.01612662011696,0,0.0069402489481566205,0,1,1
499,Male,25,1,0,long-term,automatic transfer,2,132.35280969802102,22.5013607690572,0.0,22.463117782598477,0,0.008724,1,1,1
500,Female,25,1,0,long-term,mail,1,129.76095981957053,22.05942958323437,0.0,19.322490495642796,0,0.008724,0,1,0
501,Male,25,1,0,long-term,automatic transfer,2,134.9224900665644,22.93835254092914,0.0,18.61699457088625,0,0.008724,1,1,1
502,Female,25,1,0,long-term,automatic transfer,1,111.71434533412402,18.99378384384568,0.0,15.847525343413963,0,0.008724,0,1,1
503,Male,69,1,1,short-term,automatic transfer,2,138.5855940705799,23.523296157747712,64.92692097489778,85.44290007385413,0,0.0077154599768463426,1,0,1
504,Male,69,1,1,short-term,automatic transfer,1,142.5572053437696,24.22921495287875,70.99897625230443,91.1050783232408,0,0.00749456845151353,1,0,1
505,Male,69,1,1,short-term,automatic transfer,2,138.95055891798842,23.583973856812868,65.75182804606865,86.21151369288704,0,0.007728560151355954,1,0,1
506,Female,69,1,1,long-term,automatic transfer,3,93.75415035091342,15.9419295164853,56.84285955769016,71.6768632556538,0,0.009036309432769868,0,1,1
507,Male,69,0,1,long-term,automatic transfer,1,0.0,0.0,26.472481650620654,45.60119925956641,0,0.008134630074654235,1,1,1
508,Male,69,0,1,long-term,mail,1,0.0,0.0,14.281870693432886,41.67018198370276,0,0.012384467798224715,1,1,0
509,Male,69,0,1,long-term,automatic transfer,1,0.0,0.0,56.25322723891642,83.31360392385935,0,0.008481729771325499,1,1,1
510,Male,69,0,1,long-term,mail,2,0.0,0.0,25.518293265292225,54.27704792675638,0,0.006463945114038891,1,1,0
511,Female,69,1,1,long-term,mail,0,122.84786285103708,20.885295680305138,12.933354090109376,36.52763798995745,0,0.010524628017913804,0,1,0
512,Male,69,0,1,long-term,automatic transfer,1,0.0,0.0,33.961879376984385,38.650553067227406,0,0.007918194755549187,1,1,1
513,Male,69,1,1,long-term,automatic transfer,2,109.03520657169692,18.53893839946241,67.38969609011126,85.60398837790675,0,0.00704252350580092,1,1,1
514,Female,69,1,1,long-term,email,1,123.22644406534972,20.94922197949835,75.8856373646733,95.75383926756584,0,0.007624357002115455,0,1,2
515,Female,69,1,1,long-term,email,1,124.96400623705487,21.248398820753675,76.1686619895267,96.27741880990536,0,0.007500944815301927,0,1,2
516,Male,69,1,1,long-term,automatic transfer,2,126.87704809842248,21.570914586682058,69.9011272856521,90.06267315702304,0,0.007192287991298773,1,1,1
517,Male,69,1,1,long-term,email,0,139.05021648758049,23.639446954217192,80.71750926040004,103.135978055613,0,0.007112232884079094,1,1,2
518,Male,69,1,1,long-term,automatic transfer,3,124.99811817633412,21.252594147650136,77.7478428849999,97.60915150911164,0,0.00785139407748019,1,1,1
519,Male,69,1,1,long-term,automatic transfer,3,114.99470638150088,19.552573121157884,63.80542954426934,84.38720935412209,0,0.007361111719963864,1,1,1
520,Male,69,1,1,long-term,automatic transfer,0,136.0248050007326,23.12666511183929,87.87164330523773,106.19832886858276,0,0.007438189733374789,1,1,1
521,Female,69,1,1,long-term,automatic transfer,4,123.67141762914156,21.025040949948465,65.47180334267657,84.50851623186077,0,0.00717539382950473,0,1,1
522,Male,69,1,1,long-term,email,1,140.04519629087974,23.81042968895565,83.52330622075478,105.39102923867308,0,0.007852129632449096,1,1,2
523,Female,69,1,1,long-term,automatic transfer,3,127.62662745946407,21.69930432885578,62.36259660043575,81.88759554358043,0,0.007117721062154662,0,1,1
524,Female,69,1,1,long-term,automatic transfer,1,150.141935550899,25.527899683658475,84.58830845735874,104.91747887370036,0,0.0074826731239819675,0,1,1
525,Female,69,1,0,long-term,automatic transfer,0,155.35130157832955,26.41272124983212,0.0,24.02753669569117,0,0.008724,0,1,1
526,Female,69,1,0,long-term,automatic transfer,0,154.96454113861057,26.34854660258455,0.0,22.492597321633266,0,0.008724,0,1,1
527,Male,69,1,0,long-term,automatic transfer,2,124.84003803405334,21.228427377560653,0.0,21.80398942219493,0,0.008724,1,1,1
528,Female,69,1,0,long-term,automatic transfer,3,149.8818506056972,25.48030325931025,0.0,22.04360043406991,0,0.008724,0,1,1
529,Female,52,1,1,short-term,automatic transfer,1,116.15643769468564,19.74171831436112,38.22073099083765,56.36177610068098,0,0.006714553398075385,0,0,1
530,Female,52,0,1,short-term,automatic transfer,1,0.0,0.0,34.640125664375624,52.793877743606174,0,0.006828787971923689,0,0,1
531,Male,52,0,1,short-term,email,1,0.0,0.0,20.321989122193525,40.08516432077977,0,0.007300616514084646,1,0,2
532,Female,52,1,1,short-term,automatic transfer,1,126.634073131527,21.525109070239957,74.00445845953695,96.67070497742468,0,0.006721187275374898,0,0,1
533,Male,52,1,1,long-term,mail,2,106.34481017625978,18.077970891365496,52.61355019394192,73.79360712250552,0,0.0070448723712695956,1,1,0
534,Female,52,0,1,long-term,automatic transfer,1,0.0,0.0,12.270338653883847,34.00314123306129,0,0.007424109174351066,0,1,1
535,Male,52,0,1,long-term,mail,0,0.0,0.0,7.853460593403717,32.157657356107435,0,0.007035822791790765,1,1,0
536,Female,52,1,1,long-term,mail,3,111.58831145069884,18.96598357803869,60.89281147974013,79.35637252821019,0,0.007416713676928306,0,1,0
537,Female,52,0,1,long-term,automatic transfer,1,0.0,0.0,37.81080929643499,55.57945053105034,0,0.008004005416765029,0,1,1
538,Female,52,1,1,long-term,automatic transfer,3,95.3320638572628,16.205629657826286,51.74363343987231,68.88274364805321,0,0.007700126421499492,0,1,1
539,Female,52,1,1,long-term,automatic transfer,1,136.17722098141616,23.14833745842901,65.78230273223495,83.40121963941421,0,0.007437619068464041,0,1,1
540,Male,52,1,1,long-term,mail,0,146.61131805560683,24.923270241284133,18.2684625318076,40.96331485774437,0,0.008862730763495755,1,1,0
541,Male,52,1,1,long-term,mail,1,91.70113760776344,15.587984878597563,71.76128211574239,86.10253098787203,0,0.007657123475116567,1,1,0
542,Male,52,1,1,long-term,mail,1,125.73736865198128,21.373899096296324,64.05744974974297,84.16280217338331,0,0.007467146481291606,1,1,0
543,Female,52,1,1,long-term,automatic transfer,1,147.8074870843391,25.12428840872412,82.246810052162,102.26973405605698,0,0.006870396252750455,0,1,1
544,Male,52,1,0,long-term,automatic transfer,2,137.61342661618096,23.39347153841982,0.0,19.206925634719585,0,0.008724,1,1,1
545,Male,52,1,0,long-term,automatic transfer,1,132.11734437116263,22.458831723101504,0.0,20.133233704814312,0,0.008724,1,1,1
546,Female,52,1,0,long-term,automatic transfer,0,142.94033051590068,24.297364738128323,0.0,22.03258819661028,0,0.008724,0,1,1
547,Female,52,1,0,long-term,automatic transfer,2,125.1710721788574,21.27763015919091,0.0,22.36523226481069,0,0.008724,0,1,1
548,Female,52,1,0,long-term,automatic transfer,2,114.36834836074624,19.441078044848023,0.0,21.23895514016936,0,0.008724,0,1,1
549,Female,52,1,0,long-term,automatic transfer,0,131.32323296355102,22.325025053484723,0.0,20.924325178394213,0,0.008724,0,1,1
550,Female,52,1,0,long-term,automatic transfer,2,125.86647667448575,21.39580102756934,0.0,20.330260601431103,0,0.008724,0,1,1
551,Female,52,1,0,long-term,automatic transfer,0,142.46418539449866,24.21677985450416,0.0,21.874137495669693,0,0.008724,0,1,1
552,Male,71,0,1,short-term,automatic transfer,2,0.0,0.0,27.68414749853302,52.29236111111111,0,0.007204818748505149,1,0,1
553,Male,71,1,1,short-term,email,0,121.32709666858976,20.625506390331367,81.05013576920764,99.70446005708624,0,0.007034932937700421,1,0,2
554,Male,71,1,1,short-term,automatic transfer,4,123.379431680155,20.974881377071146,84.12511862292885,104.83472222222224,1,0.009075287250166549,1,0,1
555,Male,71,1,1,long-term,automatic transfer,3,126.09413742057204,21.43588969400466,53.6786241695557,68.36315780187182,0,0.006543610228007187,1,1,1
556,Male,71,1,1,long-term,automatic transfer,1,127.46411689563008,21.66833703203421,44.297798045084434,56.75711745431445,0,0.006274111533983899,1,1,1
557,Male,71,1,1,long-term,mail,0,127.89203403258998,21.73998889459145,66.00078558189139,91.4147461315057,0,0.009766855833654855,1,1,0
558,Female,71,1,1,long-term,automatic transfer,1,144.81462147930642,24.61973565648488,61.85172718998486,71.31999257226647,0,0.00754420536431466,0,1,1
559,Male,71,1,1,long-term,email,1,128.4762973161474,21.83873050062189,70.96803951869923,83.51262401820784,0,0.007197645373949567,1,1,2
560,Female,71,1,1,long-term,automatic transfer,0,138.8900847813154,23.613435361579445,39.61425836747188,82.94111088291025,0,0.006743992917082084,0,1,1
561,Male,71,1,1,long-term,email,1,135.45987207655344,23.02608265907427,70.64774604833083,84.88540065649866,0,0.007304522861607869,1,1,2
562,Male,71,1,1,long-term,mail,0,117.13004354153576,19.9139175872534,68.93329195216147,88.21846352516994,0,0.00944157428746702,1,1,0
563,Male,71,1,1,long-term,email,3,93.45421829693473,15.887385928202086,72.22377129292217,90.1836551789462,0,0.007355343577416099,1,1,2
564,Male,71,0,1,long-term,email,0,0.0,0.0,26.68194198987436,57.79155367637348,0,0.004079036366600013,1,1,2
565,Female,71,0,1,long-term,email,1,0.0,0.0,62.17521970977815,82.09947345290092,0,0.007998965771688434,0,1,2
566,Male,71,1,1,long-term,mail,0,111.30098836609048,18.92032626859187,71.63626447954462,92.58560321949376,0,0.007039249822590952,1,1,0
567,Male,71,1,1,long-term,automatic transfer,2,126.82338859536642,21.56182756417081,59.89223258939619,90.83194954899224,0,0.007145116247572595,1,1,1
568,Male,71,1,1,long-term,automatic transfer,3,119.7441589433194,20.35723105992257,83.17576574187902,112.65538745019494,0,0.0073166968922501125,1,1,1
569,Male,71,1,1,long-term,automatic transfer,2,130.6715618414032,22.21315154304954,81.59674224996593,101.85115488232633,0,0.007672198884456552,1,1,1
570,Female,71,1,1,long-term,mail,0,146.60546251293212,24.924673608475004,77.04674358690275,101.31183677252103,0,0.0071155645971021746,0,1,0
571,Male,71,1,1,long-term,email,1,154.11457497198384,26.20093323071224,93.90770383020936,113.44230433675791,0,0.007608088388357564,1,1,2
572,Female,71,1,1,long-term,email,2,140.59148700249943,23.900417205881137,91.77728367141562,108.0216832727165,0,0.007277977569767756,0,1,2
573,Female,71,1,1,long-term,email,0,133.74610936947957,22.735975247521697,83.0806199066281,106.55759837488203,0,0.006855636391474608,0,1,2
574,Female,71,1,1,long-term,email,0,133.13514748870293,22.63218623711529,57.85465372813539,78.35411038467049,0,0.006024910795574792,0,1,2
575,Male,71,1,1,long-term,email,0,130.7617179036199,22.228501916053773,90.374556564751,106.39862510470913,0,0.007928715591384469,1,1,2
576,Female,71,1,1,long-term,automatic transfer,2,165.67272659738802,28.16344835681256,84.08143303309173,112.9216560439757,0,0.006808037955500997,0,1,1
577,Male,71,1,1,long-term,automatic transfer,1,144.1318870429522,24.503839348255656,94.52555292155992,116.43366272411131,0,0.007175358659518102,1,1,1
578,Male,71,1,1,long-term,mail,0,122.91669871235626,20.89500111414104,79.56995354928766,106.33754430823588,0,0.00783036054223991,1,1,0
579,Male,71,1,1,long-term,email,4,123.379431680155,20.974881377071146,83.88467868918343,106.6368305354612,1,0.00986869322305503,1,1,2
580,Female,71,1,1,long-term,email,2,123.379431680155,20.974881377071146,75.55238464468133,93.90152099330156,1,0.009400470420473947,0,1,2
581,Male,71,1,1,long-term,email,3,123.379431680155,20.974881377071146,85.86656216527119,101.8566859566104,1,0.01280575055263659,1,1,2
582,Male,71,1,1,long-term,automatic transfer,6,123.379431680155,20.974881377071146,81.25211097942936,106.62762866682642,1,0.00948795170381102,1,1,1
583,Male,71,1,0,long-term,automatic transfer,0,153.10741015420615,26.02999161423668,0.0,23.74035518414445,0,0.008724,1,1,1
584,Female,71,1,0,long-term,automatic transfer,0,115.53462233642809,19.641424861571,0.0,23.150136655646538,0,0.008724,0,1,1
585,Female,71,1,0,long-term,automatic transfer,2,146.95135163821038,24.98079153961837,0.0,23.81320877374748,0,0.008724,0,1,1
586,Male,71,1,0,long-term,automatic transfer,0,145.94752754251107,24.80887709065033,0.0,19.82564012426239,0,0.008724,1,1,1
587,Male,71,1,0,long-term,mail,2,117.9325098063228,20.048177149782727,0.0,22.240355028383423,0,0.008724,1,1,0
588,Male,71,1,0,long-term,automatic transfer,1,144.0201155465904,24.482395727591108,0.0,24.5846514826275,0,0.008724,1,1,1
589,Female,71,1,0,long-term,automatic transfer,0,128.45574860808415,21.83762480132396,0.0,20.22823982931068,0,0.008724,0,1,1
590,Female,71,1,0,long-term,automatic transfer,2,132.51379101316329,22.52778009128657,0.0,22.167426448833822,0,0.008724,0,1,1
591,Female,71,1,0,long-term,automatic transfer,1,121.07851378632348,20.58232826823909,0.0,19.054370322888744,0,0.008724,0,1,1
592,Female,71,1,0,long-term,automatic transfer,2,119.98853551849488,20.399369860271428,0.0,24.119394147319493,0,0.008724,0,1,1
593,Male,21,0,1,short-term,automatic transfer,3,0.0,0.0,11.76476721370456,31.42989011693432,0,0.0019359975624170084,1,0,1
594,Male,21,0,1,short-term,automatic transfer,2,0.0,0.0,15.616041015723283,36.45674472993464,0,0.004744959167263939,1,0,1
595,Female,21,0,1,short-term,email,3,0.0,0.0,35.82104412696692,53.630861184425385,0,0.006201243102203322,0,0,2
596,Female,21,0,1,short-term,email,2,0.0,0.0,24.88558610444272,42.10824686949434,1,0.0077990894196615064,0,0,2
597,Female,21,1,1,short-term,automatic transfer,0,122.9089861277626,20.894495284544668,68.71982631533444,83.69385724295103,0,0.0070407927173650004,0,0,1
598,Male,21,1,1,short-term,automatic transfer,1,114.30847615846142,19.432611023585096,73.38029149866477,89.35097182347327,0,0.008321025947636736,1,0,1
599,Male,21,1,1,short-term,email,3,123.379431680155,20.974881377071146,70.95312294190958,86.57879210930646,1,0.010726314193855566,1,0,2
600,Male,21,1,1,short-term,email,2,123.379431680155,20.974881377071146,87.05731987102392,102.60981898058118,1,0.00990720864284165,1,0,2
601,Male,21,1,1,short-term,email,1,123.379431680155,20.974881377071146,76.59812483475328,93.70027789894124,1,0.009633787869665842,1,0,2
602,Female,21,1,1,short-term,automatic transfer,0,123.379431680155,20.974881377071146,88.1229760794115,103.44146201348488,1,0.011984950338158992,0,0,1
603,Female,21,1,1,short-term,email,0,123.379431680155,20.974881377071146,80.80058405324435,98.76522404841072,1,0.01161856382650004,0,0,2
604,Female,21,1,1,short-term,email,0,123.379431680155,20.974881377071146,56.87090448406373,75.51022702096253,1,0.011311571662289284,0,0,2
605,Male,21,1,0,short-term,automatic transfer,1,127.19803283986154,21.61068729423373,0.0,18.326890026481948,0,0.008724,1,0,1
606,Male,21,1,0,short-term,mail,2,125.14862976960242,21.258656350323296,0.0,21.073588839432432,0,0.008724,1,0,0
607,Male,21,1,0,short-term,mail,2,118.54337084273388,20.137874580350896,0.0,19.70816366850923,0,0.008724,1,0,0
608,Female,21,1,1,long-term,automatic transfer,1,121.81466396471728,20.71026961358656,51.88954763625031,70.03768724747772,0,0.007316369431829123,0,1,1
609,Female,21,1,1,long-term,automatic transfer,1,126.00075856115464,21.420744736625995,43.71750890490405,62.48565198276079,0,0.007448139727321598,0,1,1
610,Female,21,1,1,long-term,mail,1,128.63437522776368,21.86804109618839,28.98751253800421,49.7705892480109,0,0.007225694668406395,0,1,0
611,Female,21,1,1,long-term,automatic transfer,1,118.885064386128,20.21057747087008,44.15389033408292,61.748662071452245,0,0.008049065226646534,0,1,1
612,Female,21,1,1,long-term,email,1,117.5992851747798,19.98809161793353,65.56726002918771,84.86833299890475,0,0.007104254294840886,0,1,2
613,Male,21,1,0,long-term,automatic transfer,2,128.37752475053924,21.82476184464402,0.0,16.510189415184882,0,0.008724,1,1,1
614,Female,21,1,0,long-term,mail,0,121.05723693105644,20.579781956354367,0.0,19.55681493719801,0,0.008724,0,1,0
615,Male,21,1,0,long-term,automatic transfer,2,128.38107948338086,21.82498324657828,0.0,19.24270238165432,0,0.008724,1,1,1
616,Male,21,1,0,long-term,mail,2,116.65115915123522,19.8305714324574,0.0,18.003074571284742,0,0.008724,1,1,0
617,Male,12,1,1,short-term,email,1,135.2763842459235,22.997722881676157,50.51315506525388,57.95876605025606,0,0.008900159817836598,1,0,2
618,Male,12,1,1,short-term,automatic transfer,1,102.85196914406598,17.486277825225784,51.21945912561485,59.06585682546758,0,0.008019002866900464,1,0,1
619,Male,12,1,1,short-term,automatic transfer,4,121.82427876019396,20.711477099115857,29.399179462813628,39.89161883193193,0,0.005366739606467517,1,0,1
620,Female,12,1,1,short-term,automatic transfer,2,128.5055378095382,21.84799986800697,39.27725674359816,53.30482757693483,0,0.008187827528243118,0,0,1
621,Female,12,1,1,short-term,automatic transfer,2,111.83608871892211,19.013309344376847,18.29062361857297,37.13098020873371,0,0.008540441904001394,0,0,1
622,Female,12,1,1,short-term,email,3,117.33971234390444,19.945535363496028,21.43073927107161,49.43402082179657,0,0.004649525633062413,0,0,2
623,Male,12,1,1,short-term,mail,1,114.17175188134556,19.410205848544376,23.68513044838121,37.71833246943453,1,0.013456423860112124,1,0,0
624,Female,12,1,1,short-term,mail,0,117.19272728116312,19.92208997280025,26.978524504347465,41.07145552606034,1,0.008778615285920015,0,0,0
625,Male,12,1,1,short-term,mail,0,114.70820420550194,19.501264455836168,31.42321264580446,45.530233984698775,1,0.010497274363771179,1,0,0
626,Male,12,1,1,short-term,email,1,136.82954009184357,23.26077445665987,73.71314296295355,89.82524090443643,0,0.008379624367041245,1,0,2
627,Female,12,1,1,short-term,email,3,121.39551491743336,20.63686992423018,64.70931269064627,77.81434855144184,0,0.006679634331447545,0,0,2
628,Female,12,1,1,short-term,email,2,132.73196364824034,22.565402509412305,71.14987434253624,87.03845546653997,0,0.008728688531241705,0,0,2
629,Male,12,1,1,short-term,automatic transfer,1,113.84950283660002,19.354621437604845,62.53504015749565,87.24474016737531,1,0.007536011937014265,1,0,1
630,Female,12,1,1,short-term,email,1,110.56040848790391,18.79542267952908,81.07734676233127,76.0022718994713,1,0.009401206862566687,0,0,2
631,Male,12,1,1,short-term,mail,2,120.04011199459838,20.40710147469717,90.60452302245292,97.52553073233037,1,0.014333209451894405,1,0,0
632,Female,12,1,1,short-term,email,1,111.68506766819225,18.9865160008469,79.41047870134784,93.75888519788704,1,0.010178724677483111,0,0,2
633,Male,12,1,1,short-term,email,2,109.0604866406997,18.540548973212687,82.5975935329742,90.92658452449147,1,0.010469303609099223,1,0,2
634,Female,12,1,1,short-term,email,2,107.42836518689558,18.26312161257981,77.59524412703698,84.15664442549901,1,0.0121157331025197,0,0,2
635,Male,12,1,0,short-term,email,4,133.95664638895033,22.772660046670172,0.0,17.23737039586698,0,0.008724,1,0,2
636,Male,12,1,0,short-term,email,2,115.078659634047,19.563546472739315,0.0,22.727747799856388,0,0.008724,1,0,2
637,Male,12,1,0,short-term,automatic transfer,3,131.20407751079617,22.306162914098746,0.0,18.266358767989697,0,0.008724,1,0,1
638,Female,12,1,0,short-term,mail,0,131.91143310076987,22.426075877312936,0.0,17.41138940987263,0,0.008724,0,0,0
639,Female,12,0,1,long-term,email,3,0.0,0.0,54.86062534174583,69.65717581124542,0,0.011403411595455543,0,1,2
640,Male,12,1,0,long-term,automatic transfer,2,126.14418278670824,21.44534600790981,0.0,23.48820034647748,0,0.008724,1,1,1
641,Male,12,1,0,long-term,mail,2,115.19015731312004,19.58225866911533,0.0,18.32852582889766,0,0.008724,1,1,0
642,Male,12,1,0,long-term,automatic transfer,2,117.1131883238407,19.90904982710667,0.0,24.082885741763874,0,0.008724,1,1,1
643,Male,12,1,0,long-term,mail,3,121.61459949250649,20.676621224617605,0.0,23.78429978307252,0,0.008724,1,1,0
644,Female,30,1,1,short-term,automatic transfer,1,122.43466947102128,20.81454824783425,45.10374957544277,62.51984892602808,0,0.007129465845849819,0,0,1
645,Male,30,1,1,short-term,automatic transfer,1,122.20509166159016,20.77447789180537,38.36670767789742,56.85277485565342,0,0.007322000211796888,1,0,1
646,Male,30,0,1,short-term,email,1,0.0,0.0,27.914657749191285,43.47275401739829,0,0.013244658266751476,1,0,2
647,Male,30,1,1,short-term,automatic transfer,1,134.07091487978244,22.792229269173315,50.89036000470051,66.57121415388588,0,0.00715405617522976,1,0,1
648,Male,30,1,1,short-term,email,2,123.379431680155,20.974881377071146,23.571632284357563,42.62787276300298,1,0.010427598451172342,1,0,2
649,Male,30,1,1,short-term,automatic transfer,3,97.59360880003015,16.591590912631602,60.76168385963315,76.5157278150603,0,0.007744801568732106,1,0,1
650,Female,30,1,1,short-term,automatic transfer,2,104.94604197042996,17.842204768306345,74.23241000187562,79.20443598575655,0,0.008245862871060262,0,0,1
651,Male,30,1,1,short-term,automatic transfer,1,108.75968524359848,18.489097503179988,77.07126401771768,92.19985209365558,0,0.007926341160562267,1,0,1
652,Male,30,1,1,short-term,automatic transfer,1,125.34338028160418,21.308581946695544,79.37094301123057,97.47971571725634,0,0.007413309886377938,1,0,1
653,Male,30,1,1,short-term,email,1,116.68894384331062,19.8378121522196,61.09925819020393,77.6864094181087,0,0.005896329598422745,1,0,2
654,Male,30,1,1,short-term,automatic transfer,0,102.84326913660529,17.483181564482777,78.52802524652002,78.22916423174907,0,0.007181053599325294,1,0,1
655,Female,30,1,1,short-term,email,0,123.379431680155,20.974881377071146,71.47125157495823,93.57253578286011,1,0.009634659709478285,0,0,2
656,Female,30,1,1,short-term,email,0,123.379431680155,20.974881377071146,75.22357105720482,92.25555898306186,1,0.010277616519335255,0,0,2
657,Female,30,1,1,short-term,email,1,123.379431680155,20.974881377071146,62.08261704473736,86.42521183008873,1,0.013347900116194309,0,0,2
658,Female,30,1,1,short-term,email,2,123.379431680155,20.974881377071146,75.84809043388817,95.10347700818384,1,0.01462207197496248,0,0,2
659,Male,30,1,1,short-term,automatic transfer,1,123.379431680155,20.974881377071146,75.38153876414744,93.8148406835632,1,0.009142461428914884,1,0,1
660,Male,30,1,1,short-term,automatic transfer,1,123.379431680155,20.974881377071146,63.01517548959027,80.38682186371366,1,0.00907269092292261,1,0,1
661,Female,30,1,1,long-term,email,1,117.989739866144,20.059331408209765,42.59810823074392,59.46715881294218,0,0.008358471479080773,0,1,2
662,Female,30,0,1,long-term,automatic transfer,2,0.0,0.0,24.458496081585928,41.0629602346509,0,0.010253295485393594,0,1,1
663,Female,30,0,1,long-term,automatic transfer,1,0.0,0.0,36.31860377560787,51.95989489074887,0,0.010199167788499138,0,1,1
664,Female,30,1,1,long-term,email,1,113.42154445764152,19.28074865146055,58.03181895739677,74.81224955085187,0,0.006957816828060837,0,1,2
665,Female,30,1,1,long-term,email,1,108.47396155931833,18.4405871786523,40.964500405013496,57.33993516184494,0,0.010630710037672027,0,1,2
666,Female,30,1,1,long-term,automatic transfer,2,123.379431680155,20.974881377071146,64.37511862292885,81.6258064516129,1,0.011751062695724178,0,1,1
667,Male,30,1,0,long-term,mail,2,129.61452103703218,22.032093414417627,0.0,22.292906317552585,0,0.008724,1,1,0
668,Male,30,1,0,long-term,automatic transfer,1,145.72971601816775,24.77433847501719,0.0,24.29503435765016,0,0.008724,1,1,1
669,Male,30,1,0,long-term,automatic transfer,1,124.14046747630796,21.10113628463955,0.0,20.337678001255863,0,0.008724,1,1,1
670,Male,30,1,0,long-term,mail,1,124.03736684101722,21.08719766769252,0.0,22.83680999566833,0,0.008724,1,1,0
671,Male,30,1,0,long-term,mail,2,110.34684925795526,18.76019194382638,0.0,21.28062398037467,0,0.008724,1,1,0
672,Male,47,1,1,short-term,email,3,116.87754489043878,19.869203261701426,34.53043099188202,53.12690708899916,0,0.00808686853348828,1,0,2
673,Male,47,1,1,short-term,email,0,128.27899833787518,21.77221570058305,67.73315607550194,86.86382450078595,0,0.007328914762408069,1,0,2
674,Female,47,1,1,short-term,automatic transfer,3,118.77949414220544,20.161914702512487,82.80110807927284,103.06802310950894,0,0.007151188908380224,0,0,1
675,Female,47,1,1,short-term,email,0,123.379431680155,20.974881377071146,72.59032838530861,98.33015102704516,1,0.010493768989255242,0,0,2
676,Female,47,1,1,short-term,automatic transfer,0,123.379431680155,20.974881377071146,80.04512713585248,104.93452548375404,1,0.009223117248940248,0,0,1
677,Male,47,1,1,short-term,automatic transfer,0,123.379431680155,20.974881377071146,87.31688171420821,105.85663050988346,1,0.010709370729753191,1,0,1
678,Female,47,1,1,long-term,mail,1,101.34100694469991,17.227725527357258,38.275704502390695,62.637109357225945,0,0.006006927388969302,0,1,0
679,Female,47,1,1,long-term,automatic transfer,3,117.34204704466995,19.949043019212425,59.98158645469135,84.9897016016539,0,0.006222294330501807,0,1,1
680,Female,47,1,1,long-term,automatic transfer,1,129.11261377259103,21.94824722558496,55.77871963937154,69.97316321815626,0,0.008772446950560014,0,1,1
681,Male,47,1,1,long-term,automatic transfer,1,129.84912447374484,22.06970141723009,65.69864253728537,87.08110261836907,0,0.006972179871857146,1,1,1
